News Title,Date,Source,URL,sentiment,search_query
trump return to rally crowd in butler pa site of july assassination attempt,2024-10-06,NPR,https://www.npr.org/2024/10/05/nx-s1-5141961/trump-butler-pa-july-shooting-return,1,Trump
how the butler shooting change donald trump campaign,2024-10-06,AP News,https://apnews.com/article/trump-assassination-rallies-secret-service-iran-2c7fa3966e06b5d7e84c39d27cbc2159,5,Trump
trump hold rally at site of july assassination attempt election live update,2024-10-06,The New York Times,https://www.nytimes.com/live/2024/10/05/us/trump-harris-election,1,Trump
time stood still trump say at site of assassination attempt,2024-10-06,BBC,https://www.bbc.com/news/articles/c70w909znl6o,1,Trump
election 2024 trump campaign in butler pa for first time since assassination attempt,2024-10-06,NBC News,https://www.nbcnews.com/politics/2024-election/live-blog/-election-2024-trump-pa-rally-live-updates-rcna174023,1,Trump
harvard lampoon claim the crimson endorse trump at pennsylvania rally,2024-10-06,The Harvard Crimson,https://www.thecrimson.com/article/2024/10/6/harvard-lampoon-donald-trump-fake-crimson-endorsement/,5,Trump
donald trump make a theatrical return to butler scene of assassination attempt,2024-10-06,The Guardian,https://www.theguardian.com/us-news/2024/oct/06/donald-trump-makes-a-theatrical-return-to-butler-scene-of-assassination-attempt,1,Trump
trump return to site of assassination attempt harris visit nc,2024-10-06,Washington Post,https://www.washingtonpost.com/elections/2024/10/05/2024-election-campaign-updates-harris-trump/,1,Trump
as donald trump return to butler pa there s one name he never mention thomas crook,2024-10-06,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/04/donald-trump-butler-rally-thomas-crooks-election-impact/74924639007/,1,Trump
trump return to butler mark by heighten security and reflective supporter,2024-10-06,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/trumps-return-butler-marked-heightened-security-reflective-supporters/story%3Fid%3D114532212,5,Trump
trump return to butler pennsylvania for a rally here how secret service secure the event,2024-10-06,CBS News,https://www.cbsnews.com/news/trump-butler-rally-return-secret-service/,5,Trump
trump and harris be deadlocke could an october surprise change the game,2024-10-06,BBC,https://www.bbc.com/news/articles/cz04n1kg1d4o,1,Trump
trump urge his supporter to deliver victory in his return to scene of first assassination attempt,2024-10-06,AP News,https://apnews.com/article/trump-butler-pennsylvania-elon-musk-assassination-attempt-24a8718393eb6fdab01336ca4438a0e0,5,Trump
trump mix somber remembrance with heated rhetoric in his return to butler,2024-10-06,NBC News,https://www.nbcnews.com/politics/2024-election/trump-somber-remembrance-heated-rhetoric-return-butler-rcna173637,5,Trump
trump return to scene of attack be a doover in more way than one,2024-10-06,The New York Times,https://www.nytimes.com/2024/10/05/us/politics/trump-butler-rally-musk.html,1,Trump
opinion new jan 6 court filing should not scare voter trump would never do that again,2024-10-06,USA Today,https://www.usatoday.com/story/opinion/columnist/2024/10/04/trump-jack-smith-filing-jan-6-election-results/75501919007/,1,Trump
trump stage dramatic return to site of pa assassination attempt,2024-10-06,Washington Post,https://www.washingtonpost.com/politics/2024/10/05/trump-assassination-attempt-butler-rally/,4,Trump
elon musk make first appearance at trump rally cast election in dire term,2024-10-06,AP News,https://apnews.com/article/elon-musk-donald-trump-rally-butler-election-f718967ec29431a2b9858b1121e70da1,4,Trump
elon musk leap to trumps side in rally appearance,2024-10-06,The New York Times,https://www.nytimes.com/2024/10/05/us/politics/elon-musk-trump-butler-rally.html,4,Trump
a look at trump return to pennsylvania in photo,2024-10-06,AP News,https://apnews.com/article/trump-butler-photo-gallery-assassination-attempt-beca49008e09cdc86c5685643b614a5f,5,Trump
musk cast democrats as a threat in first trail appearance with trump,2024-10-06,CNN,https://www.cnn.com/2024/10/05/politics/musk-trump-rally-butler/index.html,4,Trump
trump rally in butler for first time since attempt assassination live,2024-10-06,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-butler-rally-elon-musk-harris-elections-live-b2624491.html,5,Trump
trump rally in butler pennsylvania site of attempt assassination,2024-10-06,Al Jazeera,https://www.aljazeera.com/news/2024/10/5/trump-to-rally-in-butler-pennsylvania-site-of-attempted-assassination,1,Trump
october 5 2024 presidential campaign news,2024-10-06,CNN,https://www.cnn.com/politics/live-news/trump-harris-election-10-05-24/index.html,1,Trump
trump return to butler pennsylvania after assassination attempt 16 harrowing second,2024-10-06,CBS News,https://www.cbsnews.com/pittsburgh/news/trump-rally-butler-pennsylvania/,1,Trump
election 2024,2024-10-06,AP News,https://apnews.com/hub/election-2024,4,Trump
I will never yield trump deliver defiant speech at site of his attempt assassination,2024-10-06,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/05/trump-butler-rally-shooting/75517683007/,1,Trump
musk urge trump supporter to vote during brief appearance at butler rally,2024-10-06,Politico,https://www.politico.com/news/2024/10/05/elon-musk-trump-butler-rally-00182615,1,Trump
trump repeat false antiimmigrant claim at pennsylvania rally as musk urge everyone to vote   live,2024-10-06,The Guardian,https://www.theguardian.com/us-news/live/2024/oct/05/us-politics-donald-trump-kamala-harris-joe-biden,1,Trump
trump move past the assassination attempt his supporter have too,2024-10-06,Politico,https://www.politico.com/news/2024/10/05/trump-butler-rally-assassination-attempt-00182616,1,Trump
5 takeaway from trump return to butler,2024-10-06,The Hill,https://thehill.com/homenews/campaign/4918014-trump-rally-assassination-attempt/,5,Trump
a look at the increase security at trumps butler rally,2024-10-06,CBS News,https://www.cbsnews.com/video/look-butler-trump-rallys-increased-security-crowd-energy/,4,Trump
trump join by musk on campaign trail in return to scene of july assassination attempt,2024-10-06,Fortune,https://fortune.com/2024/10/05/donald-trump-elon-musk-butler-pennsylvania-assassination-attempt-campaign-rally/,1,Trump
opinion this be republicans election to lose could trump tank it for they heck yes,2024-10-06,USA Today,https://www.usatoday.com/story/opinion/columnist/2024/10/04/trump-polls-republican-voters-election/75480994007/,1,Trump
defiant trump cite grace of god at revival rally in pennsylvania,2024-10-06,The Daily Beast,https://www.thedailybeast.com/donald-trump-shows-mix-of-emotions-in-return-to-shooting-scene,1,Trump
hear elon musk remark at trumps rally in butler pennsylvania,2024-10-06,CNN,https://www.cnn.com/2024/10/05/politics/video/elon-musk-trump-rally-butler-pa-digvid,5,Trump
donald trump be back in butler pa follow assassination attempt there,2024-10-06,NBC News,https://www.nbcnews.com/nightly-news/video/donald-trump-is-back-in-butler-pa-following-assassination-attempt-there-221002821523,1,Trump
elon musk speak at a trump rally reference dark maga and urge supporter to vote,2024-10-06,WIRED,https://www.wired.com/story/elon-musk-donald-trump-butler-register-vote/,1,Trump
trump return to butler for rally at site of assassination attempt,2024-10-06,CNN,https://www.cnn.com/2024/10/05/politics/trump-returns-to-butler/index.html,1,Trump
trump hold rally in front of thousand at site of assassination attempt in butler,2024-10-06,WTAE,https://www.wtae.com/article/trump-butler-pennsylvania-assassination-attempt-rally-return/62518293,5,Trump
elon musk turn maga fearmonger at butler rally it will be last election if trump lose,2024-10-06,Rolling Stone,https://www.rollingstone.com/politics/politics-news/elon-musk-maga-trump-butler-rally-last-election-1235127211/,1,Trump
musk rail against democrats alongside trump,2024-10-06,The Hill,https://thehill.com/homenews/campaign/4917949-musk-trump-rally-democrats/,5,Trump
kamala harris need to beat the fundamental to win,2024-10-06,CNN,https://www.cnn.com/2024/10/05/politics/kamala-harris-trump-election-fundamentals/index.html,5,Trump
elon musk join donald trump on stage at site of fail assassination,2024-10-06,BBC,https://www.bbc.com/news/live/c93pd89jgl7t%3Fpage%3D2,1,Trump
elon musk praise trump courage under fire at emotional butler rally,2024-10-06,Newsweek,https://www.newsweek.com/elon-musk-donald-trump-butler-rally-courage-under-fire-1964456,5,Trump
elon musk speak at donald trumps rally in pennsylvania,2024-10-06,Business Insider,https://www.businessinsider.com/elon-musk-donald-trump-rally-butler-pennsylvania-assassination-attempt-2024-10,5,Trump
trump hold campaign rally in butler pennsylvania months after july assassination attempt,2024-10-06,Fox News,https://www.foxnews.com/live-news/trump-butler-pennsylvania-rally-october-5,1,Trump
exclusive   big oil urge trump not to gut biden climate law,2024-10-06,WSJ,https://www.wsj.com/business/energy-oil/big-oil-urges-trump-not-to-gut-bidens-climate-law-795dc597,1,Trump
trump lead moment of silence at the site of assassination attempt in pennsylvania,2024-10-06,MSNBC News,https://www.msnbc.com/msnbc/watch/trump-leads-moment-of-silence-at-the-site-of-assassination-attempt-in-pennsylvania-221000261664,5,Trump
snl weekend update tackle trump rally biden marjorie taylor greene conspiracy,2024-10-06,Rolling Stone,https://www.rollingstone.com/tv-movies/tv-movie-news/snl-weekend-update-tackles-trump-biden-marjorie-taylor-greene-conspiracy-1235127250/,1,Trump
roundup read about the saturday butler trump rally,2024-10-06,Butler Eagle,https://www.butlereagle.com/20241005/live-updates-read-the-latest-news-from-the-butler-trump-rally/,4,Trump
trump return to butler pa months after assassination attempt,2024-10-06,USA Today,https://www.usatoday.com/picture-gallery/news/politics/2024/10/05/trump-returns-to-butler-pa-months-after-assassination-attempt/75530830007/,1,Trump
the plot to kill trump back to butler,2024-10-06,NewsNation,https://www.newsnationnow.com/politics/the-plot-to-kill-trump-back-to-butler/,4,Trump
trump point to new number on migrant with criminal past here what they show,2024-10-06,Voice of America,https://www.voanews.com/a/trump-points-to-new-numbers-on-migrants-with-criminal-pasts-here-s-what-they-show-/7810034.html,5,Trump
former president trump make campaign stop in scranton,2024-10-06,WNEP,https://www.wnep.com/article/news/local/lackawanna-county/former-president-trump-making-campaign-stop-in-scranton-riverfront-sports-lackawanna-county/523-324c4e72-a6b3-4c8d-98eb-1eb60c748bf0,1,Trump
how the pennsylvania shooting change trump   and how it do not,2024-10-06,Axios,https://www.axios.com/2024/10/05/trump-shooting-pennsylvania-campaign,1,Trump
mormon church leader encourage civility as trump and harris rally religious voter,2024-10-06,AP News,https://apnews.com/article/mormon-voters-trump-harris-abortion-4b7d1b3fca00d341ba988d3390cfc3d5,5,Trump
trump return to pennsylvania for a rally at the site of assassination attempt,2024-10-06,NBC10 Philadelphia,https://www.nbcphiladelphia.com/news/local/trump-returns-to-pennsylvania-for-a-rally-at-the-site-of-assassination-attempt/3989979/%3Fos%3Dfpn4c7ikwkinaag%26ref%3Dapp,1,Trump
elon musk speak at donald trump rally call himself dark maga and say election be a mustwin situation,2024-10-06,Deadline,https://deadline.com/2024/10/elon-musk-trump-rally-1236108396/,5,Trump
security be tight for trump rally at site of july assassination attempt,2024-10-06,The New York Times,https://www.nytimes.com/2024/10/05/us/politics/trump-butler-security-assassination-attempt.html,1,Trump
what trump say at his butler pa rally,2024-10-06,Deseret News,https://www.deseret.com/politics/2024/10/05/donald-trump-butler-pa-corey-comperatore-elon-musk-jd-vance/,5,Trump
bible that oklahoma want for school match version back by trump,2024-10-06,Los Angeles Times,https://www.latimes.com/world-nation/story/2024-10-05/bibles-that-oklahoma-wants-for-schools-match-version-backed-by-trump,5,Trump
widow of man kill in july attack on trump return for rally,2024-10-06,The New York Times,https://www.nytimes.com/2024/10/05/us/politics/comperatore-wife-family-trump-assassination-rally-pa.html,1,Trump
supporter welcome trump back to butler pa where first assassination attempt occur,2024-10-06,USA Today,https://www.usatoday.com/videos/news/politics/elections/2024/10/05/butler-pa-rally-welcomes-back-trump-after-assassination-attempt/75533957007/,5,Trump
