News Title,Date,Source,URL,sentiment,search_query
trump bob his head to music for 30 minute in odd town hall detour,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/14/us/politics/trump-town-hall-dj-music.html,1,Trump
trump pull even with harris in nbc news poll week before election dead heat,2024-10-16,NBC News,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,1,Trump
trump sway and bop to music for 39 minute in bizarre town hall episode,2024-10-16,Washington Post,https://www.washingtonpost.com/politics/2024/10/14/trump-music-sways-town-hall/,1,Trump
live update donald trump kamala harris election news   cnn politic,2024-10-16,CNN,https://www.cnn.com/politics/live-news/trump-harris-election-10-15-24/index.html,1,Trump
election 2024 update harris appear with charlemagne tha god trump host georgia rally,2024-10-16,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/15/election-2024-campaign-news-live-updates-harris-trump/75676061007/,1,Trump
gop lawmaker split with trump   be not go to have military deploy in we,2024-10-16,Politico,https://www.politico.com/live-updates/2024/10/15/2024-elections-live-coverage-updates-analysis/byron-donalds-trump-military-enemy-from-within-00183673,1,Trump
trump economic plan would worsen inflation expert say,2024-10-16,AP News,https://apnews.com/article/trump-inflation-tariffs-taxes-immigration-federal-reserve-a18de763fcc01557258c7f33cab375ed,1,Trump
watch live trump hold campaign rally in atlanta as early voting begin,2024-10-16,PBS,https://www.pbs.org/newshour/politics/watch-live-trump-holds-campaign-rally-in-atlanta-as-early-voting-begins,5,Trump
I know mark milley we should take his trump warning seriously,2024-10-16,MSNBC News,https://www.msnbc.com/top-stories/latest/trump-mark-milley-facist-dangerous-weaponization-military-rcna175537,1,Trump
would donald trump taxis on trade hurt we consumer,2024-10-16,BBC,https://www.bbc.com/news/articles/c20myx1erl6o,1,Trump
opinion   song and dance move from trumps weird rally review,2024-10-16,Washington Post,https://www.washingtonpost.com/opinions/2024/10/15/trump-dance-rally-songs-ymca-satire/,5,Trump
opinion   harris need a closing argument here one,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/15/opinion/harris-kamala-trump-election.html,1,Trump
donald trump news latest on the 2024 presidential candidate,2024-10-16,NBC News,https://www.nbcnews.com/politics/donald-trump,5,Trump
miriam adelson dump 95 million in protrump super pac,2024-10-16,Politico,https://www.politico.com/live-updates/2024/10/15/2024-elections-live-coverage-updates-analysis/miriam-adelson-donations-trump-super-pac-00183805,5,Trump
election 2024 live update harris appear in detroit with charlamagne tha god trump be in georgia,2024-10-16,Washington Post,https://www.washingtonpost.com/elections/2024/10/15/2024-election-campaign-updates-harris-trump/,1,Trump
trump brag about his math skill and economic plan expert say both be shaky,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/15/us/politics/trump-tariffs-economy-economy-club-chicago.html,1,Trump
opinion   poor donald trump can not get anyone to believe he,2024-10-16,Washington Post,https://www.washingtonpost.com/opinions/2024/10/15/donald-trump-threat-rally-fascist-deportation-satire/,1,Trump
opinion   trump dance party rally be still dangerous,2024-10-16,Washington Post,https://www.washingtonpost.com/opinions/2024/10/15/trump-rally-dance-music-taiwan-taliban-ukraine/,1,Trump
column   here how donald trump would lower grocery price,2024-10-16,Washington Post,https://www.washingtonpost.com/politics/2024/10/15/heres-how-donald-trump-will-lower-grocery-prices/,4,Trump
trump sidestep question on commit to peaceful transfer of power,2024-10-16,Washington Post,https://www.washingtonpost.com/politics/2024/10/15/trump-jan-6-transfer-power/,1,Trump
trump to rally in atlanta and harris attend radio town hall election live update,2024-10-16,The New York Times,https://www.nytimes.com/live/2024/10/15/us/harris-trump-election,5,Trump
trump change view on talk to foreign leader,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/15/us/politics/trump-putin-communication.html,4,Trump
opinion   notable   quotable kubrick for trump,2024-10-16,WSJ,https://www.wsj.com/opinion/notable-quotable-kubrick-for-trump-full-metal-jacket-video-daughter-composer-tweet-f0c2f311,3,Trump
trump say it would be a smart thing if he have talk to putin,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/15/us/politics/trump-bloomberg-putin.html,1,Trump
harris attack trump for give putin covid test when black people be die everyday by the hundred,2024-10-16,NBC News,https://www.nbcnews.com/politics/2024-election/harris-attacks-trump-giving-putin-covid-tests-black-people-dying-every-rcna175602,1,Trump
analysis   how big a political problem be mental acuity for trump,2024-10-16,Washington Post,https://www.washingtonpost.com/politics/2024/10/15/how-big-problem-is-mental-acuity-trump/,3,Trump
watch trump end town hall to listen to music with crowd,2024-10-16,NBC News,https://www.nbcnews.com/video/watch-trump-ends-town-hall-to-listen-to-music-with-crowd-221766213669,5,Trump
trump vow to impose tariff as expert warn of price hike and angry ally,2024-10-16,The Guardian,https://www.theguardian.com/us-news/2024/oct/15/trump-tariffs-price-hikes-warnings,1,Trump
trump medium stock mysteriously plunge,2024-10-16,CNN,https://www.cnn.com/2024/10/15/business/trump-media-stock-mysteriously-plunges/index.html,2,Trump
here a bunch of banana shit trump say today about break up google,2024-10-16,The Verge,https://www.theverge.com/2024/10/15/24271297/google-donald-trump-bananas-breaking-up-bananas,1,Trump
jack smiths new filing against trump be proof of process not politic,2024-10-16,Brennan Center for Justice,https://www.brennancenter.org/our-work/analysis-opinion/jack-smiths-new-filing-against-trump-proof-process-not-politics,1,Trump
the apprentice donald trump film be huge challenge to release,2024-10-16,BBC,https://www.bbc.com/news/articles/c1m9pyjjmj8o,5,Trump
california try trumpproofe its climate policy,2024-10-16,The New York Times,https://www.nytimes.com/2024/10/12/climate/california-tries-trump-proofing-its-climate-policies.html,1,Trump
trump downplays jan 6 capitol riot in bloomberg interview you have a peaceful transfer,2024-10-16,Axios,https://www.axios.com/2024/10/15/trump-jan-6-2024-elections-bloomberg,1,Trump
harris work to energize black male voter and denounce trump support of stop and frisk,2024-10-16,AP News,https://apnews.com/article/harris-charlamagne-trump-breakfast-club-women-2eab5daa1095b7ecb38fe92857acdb86,5,Trump
harris appear with charlamagne tha god in detroit trump cancels cnbc interview live,2024-10-16,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-harris-elections-live-updates-campaign-b2629667.html,1,Trump
harris increase pressure on trump mental acuity after bizarre town hall,2024-10-16,Time Magazine,https://time.com/7093649/donald-trump-town-hall-mental-fitness-harris/,4,Trump
trump dance party draw scorn from rufus wainwright,2024-10-16,Washington Post,https://www.washingtonpost.com/style/2024/10/15/hallelujah-trump-dancing-town-hall-rufus-wainwright/,1,Trump
they re so vindictive why some federal employee be fear trump 20,2024-10-16,Politico,https://www.politico.com/news/2024/10/15/federal-employees-sweating-trump-comeback-white-house-election-00183753,1,Trump
