News Title,Date,Source,URL,sentiment,search_query
fact check six day of trump lie about the hurricane helene response,2024-10-08,CNN,https://www.cnn.com/2024/10/06/politics/fact-check-trump-helene-response-north-carolina/index.html,1,Trump
harris and trump mark 1 year since the oct 7 attack with tribute to the victim,2024-10-08,NPR,https://www.npr.org/2024/10/07/nx-s1-5144699/kamala-harris-donald-trump-october-7,5,Trump
election 2024 live update trump harris mark anniversary of hamas attack on israel,2024-10-08,The Washington Post,https://www.washingtonpost.com/elections/2024/10/07/2024-election-campaign-updates-harris-trump/,5,Trump
reader write candidate misstatement support for trump,2024-10-08,Star Tribune,https://www.startribune.com/readers-write-candidate-misstatements-support-for-trump/601158676,1,Trump
why I m vote trump as a lifelong democrat   opinion,2024-10-08,The Jerusalem Post,https://www.jpost.com/opinion/article-823624,1,Trump
trump blame murder in we on immigrant with bad gene,2024-10-08,Al Jazeera,https://www.aljazeera.com/news/2024/10/7/trump-blames-murders-in-us-on-immigrants-with-bad-genes,1,Trump
trump ugly closing argument,2024-10-08,The New York Times,https://www.nytimes.com/2024/10/07/us/politics/trump-harris-fema-funding.html,1,Trump
snoopy fan anger by one account protrump post,2024-10-08,NBC News,https://www.nbcnews.com/pop-culture/viral/snoopy-fans-angered-fan-accounts-trump-endorsement-rcna174394,1,Trump
trump harris mark anniversary of hamas oct 7 attack on israel,2024-10-08,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/trump-harris-mark-anniversary-hamas-oct-7-attack/story%3Fid%3D114565139,5,Trump
trump and harris mark somber anniversary of hamas oct 7 attack on israel,2024-10-08,AP News,https://apnews.com/article/trump-harris-oct-7-hamas-israel-78ba85f87ea89fa93c6537f77ca81b25,5,Trump
former president donald trump to hold campaign rally near coachella on saturday,2024-10-08,The Desert Sun,https://www.desertsun.com/story/news/politics/elections/2024/10/07/donald-trump-campaign-rally-in-coachella-california/75561577007/,5,Trump
the late on the 2024 presidential campaign,2024-10-08,CNN,https://www.cnn.com/politics/live-news/trump-harris-election-10-07-24/index.html,4,Trump
election 2024 live update harris to appear on 60 minute as trump head to florida,2024-10-08,The New York Times,https://www.nytimes.com/live/2024/10/07/us/harris-trump-election,1,Trump
trump would add twice as much to national debt as harris study find,2024-10-08,The Washington Post,https://www.washingtonpost.com/business/2024/10/07/trump-harris-national-debt/,2,Trump
trump suggest immigrant have bad gene in late disparagement of migrant,2024-10-08,NBC News,https://www.nbcnews.com/politics/donald-trump/trump-suggests-immigrants-bad-genes-latest-disparagement-migrants-rcna174271,1,Trump
trump and his faithful follower return to butler pa to energize the flock,2024-10-08,NPR,https://www.npr.org/2024/10/07/nx-s1-5141930/trump-butler-elon-musk-christianity-evangelical-2024-election,5,Trump
kamala harris call trump irresponsible for disinformation on helene aid,2024-10-08,NBC News,https://www.nbcnews.com/politics/2024-election/kamala-harris-calls-trump-irresponsible-disinformation-helene-aid-rcna174402,1,Trump
new harris digital ad attack trump handling of natural disaster relief,2024-10-08,CNN,https://www.cnn.com/2024/10/07/politics/harris-ad-trump-natural-disaster-response/index.html,5,Trump
trump say he s visit gaza but no record of such a trip exist,2024-10-08,The New York Times,https://www.nytimes.com/2024/10/07/us/politics/trump-gaza-israel.html,1,Trump
election 2024 live update kamala harris trump biden mark oct 7 attack on israel,2024-10-08,NBC News,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-election-live-updates-rcna174210,1,Trump
trump suggest bad gene to blame for undocumented immigrant who commit murder,2024-10-08,The Washington Post,https://www.washingtonpost.com/politics/2024/10/07/trump-undocumented-immigrants-bad-genes/,1,Trump
60 minute detail trump cancel primetime interview,2024-10-08,The Hill,https://thehill.com/homenews/campaign/4920827-60-minutes-trump-cancel/,1,Trump
new analysis suggest national debt could increase under harris but it would surge under trump,2024-10-08,AP News,https://apnews.com/article/budget-deficit-trump-harris-kamala-debt-1ee3ff65e22ccf19d19b792ee22c46da,3,Trump
trump tax spending plan would add twice as much debt as harris budget group say,2024-10-08,Reuters,https://www.reuters.com/world/us/trumps-tax-spending-plans-would-add-twice-much-debt-harris-budget-group-says-2024-10-07/,3,Trump
fact check walz make false claim about trump on abortion and the economy,2024-10-08,CNN,https://www.cnn.com/2024/10/07/politics/fact-check-walz-false-claims-trump-abortion-economy/index.html,1,Trump
how 60 minute find out donald trump would not participate in an election special,2024-10-08,CBS News,https://www.cbsnews.com/news/donald-trump-2024-60-minutes-interview-what-happened/,1,Trump
column   say immigrant bring bad gene echo trump history   and the world,2024-10-08,The Washington Post,https://www.washingtonpost.com/politics/2024/10/07/trump-finally-just-says-that-some-immigrants-are-genetically-inferior/,1,Trump
why voter will not hear directly from donald trump in the 60 minute election special,2024-10-08,CBS News,https://www.cbsnews.com/video/trump-declines-interview-60-minutes-video-2024-07-21/,1,Trump
trump aide corey lewandowski say to have lose campaign power struggle,2024-10-08,The Guardian,https://www.theguardian.com/us-news/2024/oct/07/trump-aide-corey-lewandowski-sidelined,1,Trump
supreme court boot elon musk fight with jack smith over trumps twitter record,2024-10-08,CNN,https://www.cnn.com/2024/10/07/politics/elon-musk-trump-twitter-records/index.html,1,Trump
trump proposal would add 4tn more to we debt than harriss   study,2024-10-08,BBC,https://www.bbc.com/news/articles/ce81g9593dro,1,Trump
the late new analysis say both trump and harris plan would increase the deficit,2024-10-08,AP News,https://apnews.com/article/harris-trump-vance-walz-election-81a24ac1389f5d7a83d064f9e6d358d2,3,Trump
the crypto punk behind trump murky new business venture,2024-10-08,The New York Times,https://www.nytimes.com/2024/10/07/us/politics/donald-trump-crypto-2024-campaign.html,5,Trump
donald trump movie director be stay at trump nyc hotel,2024-10-08,Variety,https://variety.com/2024/film/columns/donald-trump-movie-director-staying-at-trump-nyc-hotel-1236170256/,1,Trump
trump politicization of hurricane helene be scandalous even for he,2024-10-08,New York Magazine,https://nymag.com/intelligencer/article/trumps-politicization-of-hurricane-helene-is-scandalous.html,1,Trump
the phony populism of trump and musk,2024-10-08,The Atlantic,https://www.theatlantic.com/newsletters/archive/2024/10/the-phony-populism-of-trump-and-musk/680186/,1,Trump
60 minute donald trumps campaign offer shift explanation for back out of interview,2024-10-08,Deadline,https://deadline.com/2024/10/60-minutes-trump-kamala-harris-1236109618/,1,Trump
the fiscal impact of the harris and trump campaign plansmon 10072024   1200,2024-10-08,Committee for a Responsible Federal Budget,https://www.crfb.org/papers/fiscal-impact-harris-and-trump-campaign-plans,4,Trump
fema chief warn dangerous trump falsehood hamper helene response,2024-10-08,The Guardian,https://www.theguardian.com/us-news/2024/oct/07/hurricane-helene-trump-misinformation,1,Trump
trump say migrant who have commit murder have introduce a lot of bad gene in our country,2024-10-08,AP News,https://apnews.com/article/donald-trump-immigration-2024-election-2157777f240142e5aed38be192a52b25,1,Trump
lie be loyalty in trump gop,2024-10-08,Vanity Fair,https://www.vanityfair.com/news/story/lying-is-loyalty-in-trumps-gop,5,Trump
trump to hold rare california rally on saturday,2024-10-08,The Hill,https://thehill.com/homenews/campaign/4920478-trump-to-hold-rare-california-rally-on-saturday/,5,Trump
trump and harris proposal would both increase the national debt but trump plan would add 4 trillion more study find,2024-10-08,CNN,https://www.cnn.com/2024/10/07/politics/debt-harris-trump-proposals/index.html,1,Trump
elon musk to tucker carlson on trump if he lose I m fke,2024-10-08,CNN,https://www.cnn.com/2024/10/07/politics/video/elon-musk-tucker-carlson-trump-election-results-ebof-digvid,4,Trump
harris call trump incredibly irresponsible for spread misinformation about helene response,2024-10-08,AP News,https://apnews.com/article/trump-harris-hurricane-helene-misinformation-552e413dfb6c1b3e37eca0d2114668ea,1,Trump
what the poll of the kamala harrisdonald trump race show with four week to go,2024-10-08,NBC News,https://www.nbcnews.com/politics/2024-election/kamala-harris-donald-trump-polls-race-show-four-weeks-go-rcna174265,5,Trump
