News Title,Date,Source,URL,sentiment,search_query
  ,2024-10-09,NHK,https://www3.nhk.or.jp/news/html/20241009/k10014605091000.html,4,Trump
 ,2024-10-09,ELLE,https://www.elle.com/jp/culture/celebgossip/g62546633/melania-trump-king-charles-pen-pals-241009/,4,Trump
  ,2024-10-09,日本経済新聞,https://www.nikkei.com/article/DGXZQOGN0904J0Z01C24A0000000/,4,Trump
musk say he be all in on trump in we election,2024-10-09,時事通信ニュース,https://sp.m.jiji.com/english/show/35932,1,Trump
,2024-10-09,JBpress,https://jbpress.ismedia.jp/articles/-/83631,4,Trump
 ,2024-10-09,ニューズウィーク日本版 オフィシャルサイト,https://www.newsweekjapan.jp/sam/2024/10/post-125.php,4,Trump
  ,2024-10-09,THE RIVER,https://theriver.jp/stan-trump-in-bucky/,4,Trump
b harris tr li phng vn cbs ng trump t chi,2024-10-09,Vietnam.vn,https://www.vietnam.vn/ja/ba-harris-tra-loi-phong-van-cbs-ong-trump-tu-choi/,1,Trump
that son of a bitch new woodward book reveal candid behindthescene conversation of biden trump harris and putin,2024-10-09,CNN,https://www.cnn.com/2024/10/08/politics/bob-woodward-book-war-joe-biden-putin-netanyahu-trump/index.html,5,Trump
book revive question about trump tie to putin,2024-10-09,The New York Times,https://www.nytimes.com/2024/10/08/us/politics/trump-putin-woodward-book.html,1,Trump
trump secretly send covid test to putin during 2020 shortage new book say,2024-10-09,The Washington Post,https://www.washingtonpost.com/politics/2024/10/08/bob-woodward-new-book-war-trump-putin-biden/,1,Trump
reproductive right where do trump and harris stand,2024-10-09,Utah News Dispatch,https://utahnewsdispatch.com/2024/10/08/reproductive-rights-where-do-trump-and-harris-stand/,5,Trump
new book claim trump speak seven time to putin since leave white house,2024-10-09,Al Jazeera,https://www.aljazeera.com/news/2024/10/9/new-book-claims-trump-spoke-seven-times-to-putin-since-leaving-white-house,5,Trump
woodward book reveal trump call with putin and biden private remark on obama and netanyahu,2024-10-09,AP News,https://apnews.com/article/donald-trump-biden-putin-war-ukraine-russia-zelenskyy-ce9c59f689d3f438264a64b2bfa0aa39,1,Trump
viktor orbn would celebrate trump victory with bottle of champagne,2024-10-09,The Guardian,https://www.theguardian.com/world/2024/oct/08/hungary-viktor-orban-donald-trump-victory-champagne,5,Trump
donald trump speak to vladimir putin several time after he leave the white house book say,2024-10-09,Financial Times,https://www.ft.com/content/4c5c929e-7cbb-4554-bbf7-60a1575f7a9d,1,Trump
five takeaway from melania trumps new book,2024-10-09,BBC,https://www.bbc.com/news/articles/c62m73em0y3o,5,Trump
trump campaign double down on his claim of visit gaza,2024-10-09,CNN,https://www.cnn.com/2024/10/08/politics/video/trump-gaza-visit-claim-wallace-src-digvid,1,Trump
harris react to claim trump secretly send putin individual covid test at height of pandemic,2024-10-09,CNN,https://www.cnn.com/2024/10/08/politics/video/harris-reacts-trump-sent-putin-covid-tests-pandemic-woodward-stern-ebof-digvid,1,Trump
joe biden swear a lot and trump do a favor for putin accord to bob woodward,2024-10-09,CNN,https://www.cnn.com/2024/10/08/politics/putin-trump-biden-woodward-what-matters/index.html,5,Trump
harris take aim at loser trump over beer with colbert,2024-10-09,Axios,https://www.axios.com/2024/10/09/kamala-harris-stephen-colbert-interview-trump-beer,4,Trump
trump secretly send putin covid19 test during pandemic shortage a new book report,2024-10-09,NPR,https://www.npr.org/2024/10/08/nx-s1-5146501/trump-putin-covid-tests,1,Trump
trump secretly give putin covid test machine bob woodward book say,2024-10-09,The Guardian,https://www.theguardian.com/us-news/2024/oct/08/trump-putin-covid-test-machines-bob-woodward,1,Trump
trump thrust hurricane response into center of 2024 campaign,2024-10-09,Politico,https://www.politico.com/news/2024/10/08/trump-hurricane-response-2024-campaign-00182960,5,Trump
opinion I be at trump fayetteville town hall it be not like trump in 2016,2024-10-09,The Fayetteville Observer,https://www.fayobserver.com/story/opinion/2024/10/07/trump-visits-fayetteville-wants-fort-liberty-to-be-bragg-again/75547437007/,1,Trump
what omarosa john kerry and michael cohen have in common,2024-10-09,The New York Times,https://www.nytimes.com/2024/10/08/us/politics/trump-2024-election-democracy.html,5,Trump
