News Title,Date,Source,URL,sentiment,search_query
trump plan would add 4 trillion more to us debt compare to harris analysis say,2024-10-07,NPR,https://www.npr.org/2024/10/06/nx-s1-5142408/trump-harris-fiscal-federal-budget-national-debt,1,Trump
trump hold rally in wisconsin harris walz plan medium round this week,2024-10-07,Washington Post,https://www.washingtonpost.com/politics/2024/10/06/2024-election-campaign-updates-harris-trump/,5,Trump
trump want apology from 60 minute after drop out of interview as harris prepare for medium blitz live,2024-10-07,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-harris-presidential-election-polls-news-live-updates-b2624670.html,1,Trump
jill stein see no less evil between harris trump,2024-10-07,Reuters,https://www.reuters.com/world/us/jill-stein-sees-no-lesser-evil-between-harris-trump-interview-2024-10-07/,4,Trump
trump speech increasingly angry and ramble reignite the question of age,2024-10-07,The New York Times,https://www.nytimes.com/2024/10/06/us/politics/trump-speeches-age-cognitive-decline.html,2,Trump
vance say a future trump administration would defund plan parenthood,2024-10-07,NBC News,https://www.nbcnews.com/politics/2024-election/vance-says-future-trump-administration-defund-planned-parenthood-rcna174211,1,Trump
letter my vote will be for trump not just for the man but for the america he envision,2024-10-07,The Salt Lake Tribune,https://www.sltrib.com/opinion/letters/2024/10/06/letter-my-vote-will-be-trump-not/,5,Trump
harris proposal would increase the national debt but trump would add even more study find,2024-10-07,CNN,https://www.cnn.com/2024/10/07/politics/debt-harris-trump-proposals/index.html,3,Trump
reader write support for trump local government orono hennepin county board,2024-10-07,Star Tribune,https://www.startribune.com/readers-write-support-for-trump-local-government-orono-hennepin-county-board/601158178,4,Trump
factchecke donald trump claim at butler rally,2024-10-07,Al Jazeera,https://www.aljazeera.com/news/2024/10/6/fact-checking-donald-trumps-claims-at-butler-rally,1,Trump
potential trump loss threaten destruction of modern gop,2024-10-07,Axios,https://www.axios.com/2024/10/06/trump-election-loss-republican-future,1,Trump
trump slam federal response to hurricane helene in juneau visit,2024-10-07,WisPolitics,https://www.wispolitics.com/2024/trump-slams-federal-response-to-hurricane-helene-in-juneau-visit/,1,Trump
disaster politic donald trump and kamala harris be the late to deal with fallout,2024-10-07,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/05/trump-harris-helene-disaster-politics/75499421007/,1,Trump
giulianis daughter trump set the stage for a second term to be much scarier,2024-10-07,MSNBC News,https://www.msnbc.com/weekends-with-alex-witt/watch/giuliani-s-daughter-trump-setting-the-stage-for-a-second-term-to-be-much-scarier-221029957719,4,Trump
the trump trial redaction action,2024-10-07,Washington Post,https://www.washingtonpost.com/national-security/2024/10/06/trump-trials-tracker-latest-news/,4,Trump
hear what harris say about trump during appearance on popular podcast,2024-10-07,CNN,https://www.cnn.com/2024/10/06/politics/video/call-her-daddy-kamala-harris-trump-digvid,5,Trump
harris dismiss trump comment that he s a protector of woman,2024-10-07,Washington Post,https://www.washingtonpost.com/politics/2024/10/06/kamala-harris-call-her-daddy-podcast/,1,Trump
poll show where harris and trump stand in swing state week before the election,2024-10-07,CNN,https://www.cnn.com/2024/10/06/politics/video/harry-enten-polling-harris-trump-digvid,4,Trump
trump would add twice as much to national debt as harris study find,2024-10-07,Washington Post,https://www.washingtonpost.com/business/2024/10/07/trump-harris-national-debt/,2,Trump
fact check six day of trump lie about the hurricane helene response,2024-10-07,CNN,https://www.cnn.com/2024/10/06/politics/fact-check-trump-helene-response-north-carolina/index.html,1,Trump
stelter warn about the rhetoric come from elon musk at trump rally,2024-10-07,CNN,https://www.cnn.com/2024/10/06/politics/video/elon-musk-trump-rally-dangerous-consequences-stelter-nr-digvid,1,Trump
donald trump and kamala harris be deadlocke   could an october surprise change the game,2024-10-07,BBC,https://www.bbc.com/news/articles/cz04n1kg1d4o,1,Trump
elon musk leap to trumps side in rally appearance,2024-10-07,The New York Times,https://www.nytimes.com/2024/10/05/us/politics/elon-musk-trump-butler-rally.html,4,Trump
dire warning raucous crowd takeaway from donald trumps juneau wisconsin rally,2024-10-07,Milwaukee Journal Sentinel,https://www.jsonline.com/story/news/politics/elections/2024/10/06/former-president-donald-trump-rallies-supporters-in-juneau-wisconsin/75488565007/,1,Trump
us election poll tracker 2024 who be ahead   harris or trump,2024-10-07,BBC,https://www.bbc.com/news/articles/cj4x71znwxdo,1,Trump
vance say trump administration would end funding to plan parenthood,2024-10-07,Washington Post,https://www.washingtonpost.com/politics/2024/10/06/vance-defund-planned-parenthood/,1,Trump
