News Title,Date,Source,URL,sentiment,search_query
trump jan 6 role back in focus as he ready new steal election claim,2024-10-04,Washington Post,https://www.washingtonpost.com/politics/2024/10/03/trump-jan-6-jack-smith-liz-cheney/,5,Trump
harris and cheney pitch republican voter   as it happen,2024-10-04,The Guardian,https://www.theguardian.com/us-news/live/2024/oct/03/donald-trump-kamala-harris-us-election,1,Trump
liz cheney campaign with harris in wisconsin trump return to michigan,2024-10-04,Washington Post,https://www.washingtonpost.com/elections/2024/10/03/2024-election-campaign-updates-harris-trump/,1,Trump
harris campaign with liz cheney in a bid to win over republicans skeptical of trump,2024-10-04,CNBC,https://www.cnbc.com/2024/10/04/harris-liz-cheney-republicans-trump-election.html,4,Trump
harris rally with cheney at birthplace of the gop after trump double down on election lie live,2024-10-04,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-harris-live-updates-elections-campaign-b2623428.html,5,Trump
elon musk to attend trump butler pa rally less than 3 month remove from first assassination attempt on exprez,2024-10-04,New York Post,https://nypost.com/2024/10/04/us-news/elon-musk-to-attend-trumps-butler-pa-rally-less-than-3-months-removed-from-first-assassination-attempt-on-ex-prez/,1,Trump
a special guest at trump rally in pennsylvania where he be shoot,2024-10-04,NDTV,https://www.ndtv.com/world-news/donald-trump-to-return-to-shooting-site-in-pennsylvania-elon-musk-to-attend-6712802,4,Trump
musk say hell attend trump rally in butler scene of july shooting,2024-10-04,Axios,https://www.axios.com/2024/10/04/musk-trump-butler-pennsylvania-rally,1,Trump
ros atkin on the first trump assassination attempt,2024-10-04,BBC,https://www.bbc.co.uk/news/videos/ce816mjq8nmo,4,Trump
trump say doj violate its own election rule lawyer disagree,2024-10-04,Washington Post,https://www.washingtonpost.com/national-security/2024/10/03/jack-smith-filing-trump-doj-election-rules/,1,Trump
trump blame migrant as fema hurricane shortfall loom,2024-10-04,The Daily Beast,https://www.thedailybeast.com/gop-freaks-out-about-migrants-as-fema-hurricane-funding-shortfall-looms,1,Trump
melania trump in rare break with husband voice support for abortion right,2024-10-04,Washington Post,https://www.washingtonpost.com/politics/2024/10/03/melania-trump-abortion-rights-memoir/,4,Trump
where s w psaki call out timid antitrump republicans after liz cheney endorse kamala harris,2024-10-04,YouTube,https://www.youtube.com/watch%3Fv%3DDgkAusf6Rk0,1,Trump
melania trump say she tell husband family separation need to stop hear omarosas reaction,2024-10-04,CNN,https://www.cnn.com/2024/10/04/politics/video/omarosa-melania-trump-memoir-lcl-digvid,1,Trump
judge unseal file in trump election case week before voter head to the ballot,2024-10-04,YouTube,https://www.youtube.com/watch%3Fv%3DJI_aofd9Smk,1,Trump
so what two word that well sum up the nature of donald trump,2024-10-04,Washington Post,https://www.washingtonpost.com/opinions/2024/10/03/donald-trump-jack-smith-election-jan-6/,5,Trump
harris and trump battle for labor support as dockworker suspend strike,2024-10-04,AP News,https://apnews.com/article/harris-trump-labor-michigan-georgia-dockworkers-98eee32bc975ed5bc284d3e0785e5d7b,4,Trump
trump ground game rely on untraditional strategy to draw out battleground voter,2024-10-04,CNN,https://www.cnn.com/2024/10/04/politics/trump-campaign-ground-game/index.html,1,Trump
surprise moment trump teleprompter short out during his speech at michigan rally,2024-10-04,YouTube,https://www.youtube.com/watch%3Fv%3DtgnMeImCNDw,5,Trump
why revive horror of january 6 may not impact the election,2024-10-04,CNN,https://www.cnn.com/2024/10/04/politics/trump-january-6-cheney-2024-analysis/index.html,1,Trump
