Username,Comment,date,Ticker,sentiment
S_Franconi,trump americans who die in war be loser and sucker,2024-10-16,DJT,1
S_Franconi,donald trump grandfather be an immigrant ban from his home nation of germany for refuse to serve in the military during non war time,2024-10-16,DJT,1
HedgePig,magatard yer bois be a crim with mafia and russia tie since waaaaaaaayyyyyy back if you think you re a smart guy watch this documentary and if you still think nothing be wrong with your choice for the leader of the usa well that s solid proof you re actually not as smart as you think you be and in fact be an absolute fkn moron,2024-10-16,DJT,1
paramania,we be not get nobody but I m a felon and can not vote how can felon run our country n lie about people eatte animal lol its ridiculous sleeping with porn star yup he s great lol,2024-10-16,DJT,1
Brandoroadster,what shall they name it I suggest mcpi2 power djt have completely fail 6 time as a businessman and once as a president where do you think djt will ultimately end up in the shitter,2024-10-16,DJT,1
isthisthingon,this be your guy really,2024-10-16,DJT,5
Tuck_Frump,and you fcken know it,2024-10-16,DJT,5
VikeInvests,what s with these incel and their cartoon 4th grade,2024-10-16,DJT,5
JackCoLu,read their story it sound like what you be go through what do you have to lose to check out what other people be say,2024-10-16,DJT,5
Tuck_Frump,you fake news bulllshtter nobody be vote that should not be the problem be your shtty horrible dementiaridden candidate,2024-10-16,DJT,1
Spinninfan,most of we be moderate mama want a balanced budget want secure border want free trade democracy free speech I hate donald trump they hate kamala we should be allow to speak our mind but nazi that tie they to the crystal ball in time square for all I care,2024-10-16,DJT,2
RingoZingo,kamala open da floodgate and get illegal vote no wonder she have to use thr cheat code and still lose,2024-10-16,DJT,1
Not_A_Trumper,lol trump too old,2024-10-16,DJT,2
Bloombergidiot,eom trump2024,2024-10-16,DJT,5
Bigboy1280,donald trump be the good president for 2025 let go baby,2024-10-16,DJT,5
Pattern_Spotter,you know she be a liberal when,2024-10-16,DJT,3
RingoZingo,so many illegal on these board kiss your ass goodbye,2024-10-16,DJT,1
JackCoLu,every trump supporter stop and read the message below do you actually think this be possible no right it sound funny on paper and we all can laugh at how silly it sound here the crazy part trump actually think he can do it that s how far be mind be now he s actually lose his mind he s nearly 80 and we ve see it already with biden we need saner brain drive now,2024-10-16,DJT,1
traderNo1,go to casino guy this stock be 0 for investment you guysgirl be all 100 gambler good luck,2024-10-16,DJT,1
Starlinks,illegal corrupt and fake ballot voter favor kamala legal and american patriot favor donald trump,2024-10-16,DJT,1
BodyByDave,trump coin sale miss early target as crypto project website crash over the course of the day the website frequently show a page say we be under maintenance wlf do not immediately respond to cnbcs request for comment the glitchy launch be a potential setback to the republican presidential nominee with just three week until the election trump and his family have be tout the project since august brand it as the defiant one a play on defi which be short for decentralized finance,2024-10-16,DJT,1
S_Franconi,donald trump grandfather be an immigrant one ban from his native land,2024-10-16,DJT,1
Skepticbull,word on the street be kamala spend a good portion of the trillion she raise on this pump and dump double down against stupid,2024-10-16,DJT,1
Coloncrusher,see you at 50,2024-10-16,DJT,5
RingoZingo,ukraine israle war start under kamal watch the e weak loser need to step down before ww3,2024-10-16,DJT,1
Not_A_Trumper,you go to sue polymarket if he lose lol,2024-10-16,DJT,1
Trader9955,libtard will say this be rig somehow hahahaha,2024-10-16,DJT,1
Trader9955,libtard be so desperate its hilarious they know trump go to win this they just can not face reality,2024-10-16,DJT,1
RingoZingo,if trump win he will end war and inflation with 1 phone call,2024-10-16,DJT,1
Live2024,thank for remind about this crucial info,2024-10-16,DJT,5
