Username,Comment,date,Ticker,sentiment
Justtakingprofits,to small to read like stormy daniel say about his pp ,2024-10-10,DJT,2
abcd93275,come from a believer in russian collusion ,2024-10-10,DJT,1
Justtakingprofits,where be bend over bannon I m in the yard,2024-10-10,DJT,1
Justtakingprofits,politic trump americans who die in war be loser and sucker the president have repeatedly disparage the intelligence of service member and ask that wound veteran be keep out of military parade multiple source tell ,2024-10-10,DJT,1
GorillaTicTacs,bannon go to jail because he rip people off directly he steal maga money you re try to make he a martyr and defend he for some reason he get catch literally steal from the maga and you still want to defend his behavior if trump shoot your dog you d still defend it and probably try to reimburse he for the bullet pure cult mentality ,2024-10-10,DJT,1
beconfident,actually they be talk about trump 2020 reelection claim ,2024-10-10,DJT,1
Justtakingprofits,go down on putin live,2024-10-10,DJT,1
lombardo141,not a good sign maga ,2024-10-10,DJT,2
Justtakingprofits,draft dig pos pentagon congress trump suggest he may have contract coronavirus from gold star family by leo shane iii,2024-10-10,DJT,1
abcd93275,they be actually talk about your short position oops ,2024-10-10,DJT,2
beconfident,doin just fine ,2024-10-10,DJT,4
beconfident,a fox news anchor have to fact check a senior level trump aid that think she could get away with say there be baby dead float in the water and kamala be do podcast ,2024-10-10,DJT,1
jaydeedoo,definitely not a cult,2024-10-10,DJT,2
beconfident,this be what happen when you resist mainstream medium you fall for this they control the weather ,2024-10-10,DJT,5
Toc32,trump remark on migrant illustrate his obsession with gene,2024-10-10,DJT,4
abcd93275,they re watch rachel maddow rerun and drink soy latte ,2024-10-10,DJT,1
Stocktrader1234,for djtmaga djt votersdjt lead some of you not to believe in biden handling of hurricane milton many will not make it due to this its similar to delta covid that be go to pass like a common cold sad,2024-10-10,DJT,2
sborovay07,and sickos like bill gate again have his hand around another disaster,2024-10-10,DJT,1
Stonksman24,rollcall for short you all alive ,2024-10-10,DJT,4
jrSaul,45 by election day ,2024-10-10,DJT,5
Justtakingprofits,bend over bannon baby hersy highway foo,2024-10-10,DJT,1
bigtex66,so here we be back up to guy what price do you think this will be if trump loos the election also what price if he win the election thank for your opinion,2024-10-10,DJT,3
Anthonybarnes4,gap fill then gap fill then by year end 14 million share short we thank you ,2024-10-10,DJT,1
Anthonybarnes4,short really only have themselves to blame 14 million share be the equivalent of 50 short interest give that insider own nearly 60 of the share that just spell short squeeze after short squeeze until that balance to a normal level gap fill inbound by year end ,2024-10-10,DJT,2
Anthonybarnes4,profitable per management team in 2025 reiterate twice million in cash no debt 14 million share short 50 of the float insider own nearly 60 of the share election momentum see everyone at the gap fill by year end sorry short ,2024-10-10,DJT,1
Anthonybarnes4,3 computer 10 tab each and 2 phone run rumble video 247 just do my part for freedom of speech good luck to the 14 million share short trap on the gap up ,2024-10-10,DJT,3
Anthonybarnes4,the short look might scared lol get ready for the gap fill to then by year end 14 million share short look tasty for that squeezeyyyyy ,2024-10-10,DJT,2
Anthonybarnes4,fact short only have themselves to blame for short 14 million share when 60 of the share be basically not sell 14 million share be the equivalent of 50 short interest good luck try to exit those short position or continue to pay 20 in brokerage interest to hold that short ,2024-10-10,DJT,1
Anthonybarnes4,fact 50 of the outstanding share be own by insider and another 10 be own by dan bongino which make the 14 million share currently short a whopping 52 short interest good luck try to cover that gme style see you at by year end ,2024-10-10,DJT,1
biasedOne,so now trump will not even debate she on ultra friendly fox what a beta bitch lol ,2024-10-10,DJT,1
GorillaTicTacs,bannon get punish for rip idiot like you off with wall funding scam how do you make that guy into a hero he take advantage of gullible maga moron ,2024-10-10,DJT,1
Detroit201,like this guy many of my black friend be vote for trump they be not stupid ,2024-10-10,DJT,5
abcd93275,by election day ,2024-10-10,DJT,4
sKamalaRCX2017,the weirdo post here 247 nonstop be actually drive more people to trump nobody want to be associate with lunatic ,2024-10-10,DJT,1
Stocktrader1234,its funny that some people do not watch news biden give the go to mobilize fema before any storm damage the governor mayor in the state that would be effect be in constant contact some uninformed say different especially djt maga o well,2024-10-10,DJT,3
SillyStrings5150,if you tune into fox news you might catch they run a correction on that bullsht the only people with trump derangement syndrome be you and the rest of his cult ,2024-10-10,DJT,1
soulbrotha,now hear this the bad of hurricane ian be mostly at night now the same with milton why can not we have a day hurricane I want to launch a formal complaint with the people who be control the weather I want to unionize ,2024-10-10,DJT,1
sKamalaRCX2017,people mess up man the pillow guy alex jones steve bannon all punish for free speech in a case of political payback you would only see in china until biden get elect I m not fan of they but its just plain wrong what have happen,2024-10-10,DJT,1
Justtakingprofits,alex jones jonsing for putin leave over from trump ,2024-10-10,DJT,1
Max22,childhood vaccine 1983 10 vaccine 2013 32 vaccine 2022 74 vaccine autism rate 1983 1 in 10000 2013 1 in 88 2022 1 in 36 ,2024-10-10,DJT,1
Jumpytermite,trump be nutsomg disinfectant this be worth a one minute watch to see this insane uninformed bozo ,2024-10-10,DJT,1
Justtakingprofits,bunch of broke loser for the loser ,2024-10-10,DJT,1
Justtakingprofits,where be the pillow guy ,2024-10-10,DJT,1
Justtakingprofits,be national a bidding war be brew for alex jones media empire october 9 2024109 pm et in the house,2024-10-10,DJT,1
Trumpisourlastchance,lol abc cnn no one pay attention to that crap ,2024-10-10,DJT,1
Rjay1,not what I hear on abc cnn network today too close to call I be curious one thing be for sure the less trump talk the well he do but poll be not accurate I do not not thnk this situation fit into ta analysis,2024-10-10,DJT,2
Trumpisourlastchance,brain dead biden do not even know about hurricane helene when ask ,2024-10-10,DJT,1
Justtakingprofits,bend over bannon phone call ,2024-10-10,DJT,1
Toc32,people be give too much weight to who sit in the white house the american president be only the public face of the government with extremely limited power real decision be make in the background by an army of grey sycophant all in the employ of sacred private interest whatever trump or harris or walz or vance say be not important,2024-10-10,DJT,1
_Royal_Wolf_,buy pltr and short djt have damn near retire I this year,2024-10-10,DJT,1
Dartboy,act like she give a shit about the people in our country now after the epic failure of support for nc I hope fl get unprecedented support mc just ashame it will be a political response as oppose to what should be do without question,2024-10-10,DJT,1
Max22,dw news be a global news television program produce by deutsche welle dw germanys international broadcaster ,2024-10-10,DJT,5
sKamalaRCX2017,it do disappear though and remember 0 flu case get it ,2024-10-10,DJT,3
Honest_Abe,florida real estate market be about to crash insurance company will back out homeowner be have buyer remorse and call their agent to get they out of fl there be a lot of seller and no buyer we be go to have a huge capitulation on the ask price level,2024-10-10,DJT,1
Justtakingprofits,anybody see bend over bannon just ask in the yard ,2024-10-10,DJT,1
Trumpisourlastchance,trump 2024,2024-10-10,DJT,5
scrappy78,putin be a conservative he come to power after the socialist surrender to end the cold war we should be ally yes,2024-10-10,DJT,1
SammyStocks22,I be go to post every day everywhere that I be for the well of america and human being in the world I support trump but I welcome everybody to conversation I love what I m a part of and that s life ,2024-10-10,DJT,5
Jumpytermite,he also say to drink bleach and take horse tranquilizer so ,2024-10-10,DJT,1
Steelballn20,putin party politic ,2024-10-10,DJT,4
Justtakingprofits,if you do not have tooth you can not do the math 5 the flu be bad during that march 4 call with hannity trump also compare coronavirus with the flu he mention that the flu kill anywhere between 27000 and 77000 people every year imply that coronavirus be not as serious of a threat to public health as influenza,2024-10-10,DJT,1
Jumpytermite,ummmmthat trumps playbook remember ,2024-10-10,DJT,5
scrappy78,trump be one bad ass mfer everyone know it ,2024-10-10,DJT,1
Trumpisourlastchance,stay out of the way you bumble buffoon vp harris cover mouth say its a live broadcast after stumble through hurricane milton speech ,2024-10-10,DJT,1
Steelballn20,trump lose to biden 2020 will lose in november ,2024-10-10,DJT,1
deekay99,typical lunatic liberal if trump win by miracle expect riot loot burn start on nov 6th throughout the country while democrats leader openly fuel fire encouraging to burn the country,2024-10-10,DJT,1
scrappy78,omfg I love trump ,2024-10-10,DJT,5
Justtakingprofits,covid and trump 3 its go to disappear one day its like a miracle it will disappear on february 28 trump say that coronavirus will disappear like a miracle while speak at a press conference ,2024-10-10,DJT,1
SammyStocks22,I get to the point where I see a bear post and I think screw that person but I be wrong for that I love people and we should be able to talk I lose myself in the moment where I forget that I be a trump supporter but if you disagree with I you be who I d love to talk to I do not think I be the guy to convince you of anything but I be human just like you and I appreciate an honest conversation with real opinion,2024-10-10,DJT,4
Toc32,the proisrael donor with a million plan to elect trump,2024-10-10,DJT,1
ExpectTheUnexpectedNow,be it just I or do everyone else forget joe biden be president until yesterday when he come out and start talk about the hurricane,2024-10-10,DJT,1
Justtakingprofits,2 death rate hunch in a phone interview with sean hannity on march 4 trump contradict public health expert estimate of the death rate for covid19 base on a hunch ,2024-10-10,DJT,1
The_Blue_Print,8 point lead on the bet market,2024-10-10,DJT,5
Toc32,the litmus test for the candidate to get my vote be if they have the courage and fortitude to stand up against aipac and other rich and powerful israeli lobby after all if you condone apartheid genocide illegal assassination defy international law support the slaughter of defenseless woman and child then what do you really stand for and what can the american people really expect from you,2024-10-10,DJT,1
Justtakingprofits,after a decade donald trump health care plan still in concept phase but he s clear that democrats be always the one to blame for the problem ,2024-10-10,DJT,3
SammyStocks22,I believe that if the medium do not have a play in politic people would be nice to each other disagree but through civil discord fox news absolutely include I do not like they I disagree so much with the lefts belief but I more so disagree what it have do to we as country and human being I truly believe we be all capable of be well and that start with for I with myself I promise I will not be mean or insulting anymore its weird its just hit I now ,2024-10-10,DJT,5
SaLuSa_of_SIRIUS,btcx how be lt dan,2024-10-10,DJT,5
Process,trump win the last two debate one with crooked joe the other with lyin kamala I accept the foxnew invitation to debate kamala on september 4th but she turn it down jd vance easily win his debate with tampon tim walz who call himself a knucklehead I be also lead in the poll with the lead get big by the day and lead in all swing state the first thing a prizefighter do when he lose a fight be say that he demand a rematch it be very late in the process voting have already begin there will be no rematch besides kamala state clearly yesterday that she would not do anything different than joe biden so there be nothing to debate thank you for your attention to this matter donald j trump,2024-10-10,DJT,1
Justtakingprofits,lie cheat or steal baby the only way to victory ,2024-10-10,DJT,1
JOEYD05,same poll take one month apart show which presidential candidate have momentum in key state ,2024-10-10,DJT,1
kamalathegreatborderCzar,post of the day,2024-10-10,DJT,5
FlippinTrader,news just break that donald trump when he be president at the beginning of the pandemicwhen we do not have enough supply to keep people alive here in the united statessent critical indemand testing equipment to vladimir putin explain us senator chris murphy dct donald trump choose to keep vladimir putin alive and let american die,2024-10-10,DJT,1
Justtakingprofits,health news after year of threat trump still do not have a plan to replace obamacare trump late pitch for a more affordable health law may seem compelling but expert be highly doubtful ,2024-10-10,DJT,1
